# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47K of event 'task-clock:ppp'
# Event count (approx.): 23553270750
#
# Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  [.] _ZN80_$LT$serde_json..de..MapAccess$LT$R$GT$$u20$as$u20$serde_core..de..MapAccess$GT$13next_key_seed12has_next_key17hcdbab00c052445c8E.llvm.10996641259815334250
     0.04%  [k] __ip_queue_xmit
     0.04%  [.] axum::routing::method_routing::MethodRouter<S,E>::call_with_state
     0.04%  [.] axum::routing::url_params::insert_url_params
     0.04%  [.] futures_channel::mpsc::BoundedSenderInner<T>::try_send
     0.04%  [.] httparse::simd::avx2::match_header_value_vectored
     0.04%  [.] hyper::proto::h1::io::Buffered<T,B>::poll_read_from_io
     0.04%  [k] sched_balance_update_blocked_averages
     0.04%  [k] skb_attempt_defer_free
     0.04%  [.] tokio::runtime::task::raw::poll
     0.04%  [.] <T as tower::util::boxed_clone_sync::CloneService<R>>::clone_box
     0.04%  [.] <alloc::string::String as core::fmt::Write>::write_str
     0.04%  [.] <serde_json::ser::Compound<W,F> as serde_core::ser::SerializeStruct>::serialize_field
     0.04%  [.] <serde_json::value::ser::Serializer as serde_core::ser::Serializer>::serialize_seq
     0.04%  [.] <tokio::sync::mpsc::bounded::Semaphore as tokio::sync::mpsc::chan::Semaphore>::add_permit
     0.04%  [.] _ZN4core3ptr531drop_in_place$LT$$LT$a2a_server..jsonrpc..handle_jsonrpc$LT$a2a_server..handler..DefaultRequestHandler$GT$$u20$as$u20$axum..handler..Handler$LT$$LP$axum_core..extract..private..ViaRequest$C$axum..extract..state..State$LT$a2a_server..jsonrpc..JsonRpcState$LT$a2a_server..handler..DefaultRequestHandler$GT$$GT$$C$http..header..map..HeaderMap$C$axum..json..Json$LT$a2a..jsonrpc..JsonRpcRequest$GT$$RP$$C$a2a_server..jsonrpc..JsonRpcState$LT$a2a_server..handler..DefaultRequestHandler$GT$$GT$$GT$..call..$u7b$$u7b$closure$u7d$$u7d$$GT$17h02f95dc2ebd1c35fE.llvm.9798957581643798095
     0.04%  [.] _int_memalign
     0.04%  [.] a2a_pb::protojson_conv::to_value
     0.04%  [.] agent_rs::status
     0.04%  [.] alloc::raw_vec::RawVecInner<A>::reserve::do_reserve_and_handle
     0.04%  [.] axum::json::json_content_type
     0.04%  [.] chrono::offset::utc::Utc::now
     0.04%  [.] core::fmt::Formatter::pad
     0.04%  [k] get_random_bytes_user
     0.04%  [k] kmem_cache_alloc_node_noprof
     0.04%  [.] mime::name_eq_str
     0.04%  [.] prost::encoding::merge_loop
     0.04%  [.] serde_core::ser::Serializer::collect_seq
     0.04%  [.] serde_core::ser::Serializer::collect_seq
     0.04%  [.] serde_path_to_error::de::<impl serde_core::de::Visitor for serde_path_to_error::wrap::Wrap<X>>::visit_seq
     0.04%  [k] sk_filter_trim_cap
     0.04%  [.] tokio::runtime::scheduler::multi_thread::handle::<impl tokio::runtime::task::Schedule for alloc::sync::Arc<tokio::runtime::scheduler::multi_thread::handle::Handle>>::release
     0.04%  [.] tokio::sync::notify::NotifyGuard::notify_waiters
     0.03%  [.] <a2a::types::Artifact as core::clone::Clone>::clone
     0.03%  [.] <a2a_pb::protojson::Message as prost::message::Message>::merge_field
     0.03%  [.] <alloc::collections::vec_deque::iter::Iter<T> as core::iter::traits::iterator::Iterator>::fold
     0.03%  [.] <serde_path_to_error::de::TrackedSeed<X> as serde_core::de::DeserializeSeed>::deserialize
     0.03%  [.] <std::time::Instant as core::ops::arith::Sub>::sub
     0.03%  [k] __futex_wait
     0.03%  [k] __local_bh_enable_ip
     0.03%  [k] __virt_addr_valid
     0.03%  [.] a2a::jsonrpc::JsonRpcResponse::success
     0.03%  [.] alloc::raw_vec::RawVecInner<A>::finish_grow
     0.03%  [.] bytes::bytes::promotable_even_drop
     0.03%  [.] core::hash::BuildHasher::hash_one
     0.03%  [.] hashbrown::rustc_entry::<impl hashbrown::map::HashMap<K,V,S,A>>::rustc_entry
     0.03%  [.] httparse::Request::parse_with_config_and_uninit_headers
     0.03%  [k] kmem_cache_free
     0.03%  [k] ktime_get
     0.03%  [.] mio::sys::unix::waker::Waker::wake
     0.03%  [k] tcp_check_space
     0.03%  [k] tcp_v4_do_rcv
     0.03%  [k] tcp_v4_rcv
     0.03%  [.] tokio::runtime::scheduler::multi_thread::handle::Handle::bind_new_task
     0.03%  [.] <a2a_pb::protojson::Artifact as prost::message::Message>::merge_field
     0.03%  [.] <core::hash::sip::Hasher<S> as core::hash::Hasher>::write
     0.03%  [.] <serde_json::value::de::MapDeserializer as serde_core::de::MapAccess>::next_key_seed
     0.03%  [.] <serde_path_to_error::de::MapAccess<X> as serde_core::de::MapAccess>::next_key_seed
     0.03%  [.] _ZN5hyper5proto2h14conn21Conn$LT$I$C$B$C$T$GT$12maybe_notify17h19b01d27e7df687eE.llvm.7662882130750469905
     0.03%  [.] _ZN63_$LT$a2a_pb..proto..Task$u20$as$u20$prost..message..Message$GT$11encoded_len17hc4c473941971987cE.llvm.2136855078717401110
     0.03%  [.] _ZN93_$LT$http_body_util..combinators..map_err..MapErr$LT$B$C$F$GT$$u20$as$u20$http_body..Body$GT$10poll_frame17h73101f814074be4bE.llvm.11270053708778086066
     0.03%  [k] __alloc_frozen_pages_noprof
     0.03%  [k] __pte_offset_map_lock
     0.03%  [.] a2a_pb::proto::part::Content::merge
     0.03%  [.] agent_rs::artifact
     0.03%  [.] bytes::bytes_mut::BytesMut::split_to
     0.03%  [.] http::method::Method::from_bytes
     0.03%  [k] kfree
     0.03%  [.] prost::encoding::merge_loop
     0.03%  [.] serde_json::value::to_value
     0.03%  [k] skb_page_frag_refill
     0.03%  [.] tokio::runtime::io::registration::Registration::poll_io
     0.03%  [.] tokio::runtime::scheduler::multi_thread::worker::<impl tokio::runtime::scheduler::multi_thread::handle::Handle>::transition_worker_from_searching
     0.03%  [.] tokio::task::spawn::spawn
     0.03%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.03%  [.] <serde_path_to_error::de::Deserializer<D> as serde_core::de::Deserializer>::deserialize_struct
     0.03%  [.] <tokio_stream::wrappers::mpsc_bounded::ReceiverStream<T> as futures_core::stream::Stream>::poll_next
     0.03%  [.] _ZN58_$LT$alloc..string..String$u20$as$u20$core..fmt..Write$GT$9write_str17h4a8c212290a281f9E.llvm.9798957581643798095
     0.03%  [k] __x64_sys_futex
     0.03%  [k] __x64_sys_getrandom
     0.03%  [.] _int_free_maybe_consolidate
     0.03%  [.] core::fmt::num::imp::<impl core::fmt::Display for u32>::fmt
     0.03%  [k] do_futex
     0.03%  [k] futex_unqueue
     0.03%  [k] rseq_update_cpu_node_id
     0.03%  [.] serde_core::ser::Serializer::collect_seq
     0.03%  [.] std::time::SystemTime::elapsed
     0.03%  [.] std::time::SystemTime::now
     0.03%  [.] tokio::runtime::scheduler::multi_thread::handle::<impl tokio::runtime::task::Schedule for alloc::sync::Arc<tokio::runtime::scheduler::multi_thread::handle::Handle>>::schedule
     0.03%  [.] uuid::v7::<impl uuid::Uuid>::now_v7
     0.03%  [.] <a2a_pb::proto::Message as prost::message::Message>::encode_raw
     0.03%  [.] <axum::json::Json<T> as axum_core::response::into_response::IntoResponse>::into_response::make_response
     0.03%  [.] <bytes::bytes::Bytes as core::convert::From<alloc::vec::Vec<u8>>>::from
     0.03%  [.] <hyper::proto::h1::io::WriteBuf<B> as bytes::buf::buf_impl::Buf>::chunks_vectored
     0.03%  [.] <serde_core::de::impls::<impl serde_core::de::Deserialize for alloc::vec::Vec<T>>::deserialize::VecVisitor<T> as serde_core::de::Visitor>::visit_seq
     0.03%  [.] <serde_path_to_error::de::MapAccess<X> as serde_core::de::MapAccess>::next_key_seed
     0.03%  [.] _ZN4core3ptr35drop_in_place$LT$http..uri..Uri$GT$17h7b71180064eb8dd2E.llvm.11270053708778086066
     0.03%  [.] _ZN66_$LT$a2a_pb..proto..Message$u20$as$u20$prost..message..Message$GT$11encoded_len17hc90122ee2161d3b9E.llvm.2136855078717401110
     0.03%  [.] a2a_pb::proto::part::Content::encode
     0.03%  [k] eventfd_poll
     0.03%  [.] futures_core::task::__internal::atomic_waker::AtomicWaker::wake
     0.03%  [.] hyper::body::incoming::Incoming::new_channel
     0.03%  [.] hyper::proto::h1::conn::Conn<I,B,T>::write_head
     0.03%  [.] serde_path_to_error::de::deserialize
     0.03%  [.] std::thread::local::LocalKey<T>::with
     0.03%  [.] tokio::runtime::task::state::State::transition_to_complete
     0.03%  [.] <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_struct
     0.03%  [.] <a2a::event::StreamResponse as core::clone::Clone>::clone
     0.03%  [.] <a2a_pb::proto::Message as prost::message::Message>::merge_field
     0.03%  [.] <alloc::collections::btree::map::BTreeMap<K,V,A> as core::ops::drop::Drop>::drop
     0.03%  [.] <http::uri::Uri as core::clone::Clone>::clone
     0.03%  [.] <hyper::common::watch::Sender as core::ops::drop::Drop>::drop
     0.03%  [.] <hyper_util::common::rewind::Rewind<T> as hyper::rt::io::Read>::poll_read
     0.03%  [.] <serde_path_to_error::de::CaptureKey<X> as serde_core::de::Deserializer>::deserialize_string
     0.03%  [.] _ZN4core3ptr44drop_in_place$LT$a2a_pb..protojson..Part$GT$17h64a844fe0889514eE.llvm.974802978299743105
     0.03%  [.] _ZN4core3ptr44drop_in_place$LT$a2a_pb..protojson..Task$GT$17h06dd868cf0e5a26dE.llvm.14187389596642045081
     0.03%  [.] __vdso_clock_gettime
     0.03%  [.] a2a_pb::pbconv::from_proto_part
     0.03%  [.] a2a_pb::pbconv::to_proto_artifact
     0.03%  [.] alloc::raw_vec::RawVec<T,A>::grow_one
     0.03%  [.] alloc::sync::Arc<T,A>::drop_slow
     0.03%  [.] bytes::bytes::shallow_clone_vec
     0.03%  [.] core::fmt::Formatter::pad_integral
     0.03%  [.] core::ptr::drop_in_place<axum::extract::matched_path::MatchedPath>
     0.03%  [k] do_iter_readv_writev
     0.03%  [k] do_writev
     0.03%  [k] exit_to_user_mode_loop
     0.03%  [k] get_futex_key
     0.03%  [.] pbjson_types::timestamp::<impl core::convert::TryFrom<pbjson_types::pb::google::protobuf::Timestamp> for chrono::datetime::DateTime<chrono::offset::utc::Utc>>::try_from
     0.03%  [.] prost::encoding::merge_loop
     0.03%  [.] prost::message::Message::decode
     0.03%  [k] tcp_update_skb_after_send
     0.03%  [.] tokio::runtime::task::core::Core<T,S>::poll
     0.03%  [.] tokio::sync::task::atomic_waker::AtomicWaker::register_by_ref
     0.02%  [.] <a2a_pb::protojson::Message as prost::message::Message>::encode_raw
     0.02%  [.] <axum_core::body::Body as core::convert::From<bytes::bytes::Bytes>>::from
     0.02%  [.] <core::str::iter::Split<P> as core::iter::traits::iterator::Iterator>::next
     0.02%  [.] <http_body_util::combinators::map_err::MapErr<B,F> as http_body::Body>::size_hint
     0.02%  [.] <serde_json::value::de::MapDeserializer as serde_core::de::MapAccess>::next_key_seed
     0.02%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.02%  [.] <serde_path_to_error::de::MapAccess<X> as serde_core::de::MapAccess>::next_key_seed
     0.02%  [.] <tower::util::map_future::MapFuture<S,F> as tower_service::Service<R>>::call
     0.02%  [.] <uuid::timestamp::context::v7_support::ContextV7 as uuid::timestamp::ClockSequence>::generate_timestamp_sequence
     0.02%  [.] _ZN4core3ptr117drop_in_place$LT$alloc..collections..btree..map..IntoIter$LT$alloc..string..String$C$serde_json..value..Value$GT$$GT$17he26613fc4a7a7f62E.llvm.2136855078717401110
     0.02%  [.] _ZN4core3ptr127drop_in_place$LT$futures_channel..mpsc..Sender$LT$core..result..Result$LT$bytes..bytes..Bytes$C$hyper..error..Error$GT$$GT$$GT$17h9f86359d8e5830e1E.llvm.11270053708778086066
     0.02%  [.] _ZN4core3ptr37drop_in_place$LT$a2a..types..Part$GT$17hd264cd795699daafE.llvm.974802978299743105
     0.02%  [.] _ZN5alloc7raw_vec20RawVecInner$LT$A$GT$11finish_grow17h4ff64414d49484d9E.llvm.3554506454287877707
     0.02%  [.] _ZN5prost8encoding6varint19decode_varint_slice17h77ebcfdb67b63f26E.llvm.8983119700516616916
     0.02%  [.] _ZN67_$LT$a2a_pb..protojson..Part$u20$as$u20$prost..message..Message$GT$11encoded_len17h837508e5e041ee2dE.llvm.2136855078717401110
     0.02%  [.] _ZN87_$LT$T$u20$as$u20$alloc..slice..$LT$impl$u20$$u5b$T$u5d$$GT$..to_vec_in..ConvertVec$GT$6to_vec17hd996e4a08b5a440eE.llvm.974802978299743105
     0.02%  [k] __netif_receive_skb_core.constprop.0
     0.02%  [k] __x64_sys_writev
     0.02%  [.] a2a_pb::pbconv::to_proto_part
     0.02%  [.] a2a_pb::protojson::part::Content::encode
     0.02%  [.] axum::routing::route::set_content_length
     0.02%  [.] core::fmt::num::imp::<impl u32>::_fmt_inner
     0.02%  [.] core::hash::BuildHasher::hash_one
     0.02%  [.] core::ptr::drop_in_place$LT$futures_util..stream..unfold..Unfold$LT$a2a_server..handler..SubscriptionState$C$a2a_server..handler..subscription_stream..$u7b$$u7b$closure$u7d$$u7d$$C$a2a_server..handler..subscription_stream..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$GT$::h3e9e2d4c0806129f
     0.02%  [.] core::ptr::drop_in_place<a2a::event::TaskStatusUpdateEvent>
     0.02%  [k] kfree_skbmem
     0.02%  [k] mas_walk
     0.02%  [.] mime::parse::parse
     0.02%  [.] prost::encoding::merge_loop
     0.02%  [.] prost::encoding::merge_loop
     0.02%  [k] rb_first
     0.02%  [k] selinux_socket_recvmsg
     0.02%  [k] tcp_write_xmit
     0.02%  [.] 0x0000000000000879
     0.02%  [.] 0x00000000000008ba
     0.02%  [.] <&std::os::unix::net::stream::UnixStream as std::io::Write>::write_vectored
     0.02%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.02%  [.] _ZN36_$LT$T$u20$as$u20$core..any..Any$GT$7type_id17hc3b3228e912cd2a4E.llvm.11270053708778086066
     0.02%  [.] _ZN4core3ptr40drop_in_place$LT$a2a..types..Message$GT$17he3fc24fdcc2264c0E.llvm.974802978299743105
     0.02%  [.] _ZN63_$LT$a2a_pb..proto..Task$u20$as$u20$prost..message..Message$GT$11encoded_len17hc4c473941971987cE.llvm.10525818698079376402
     0.02%  [k] __x64_sys_epoll_wait
     0.02%  [k] __x64_sys_write
     0.02%  [k] _raw_spin_unlock
     0.02%  [.] a2a_server::handler::ActiveExecution::new
     0.02%  [.] core::ptr::drop_in_place<a2a::types::Task>
     0.02%  [k] do_anonymous_page
     0.02%  [.] hashbrown::map::HashMap<K,V,S,A>::insert
     0.02%  [.] hashbrown::map::HashMap<K,V,S,A>::insert
     0.02%  [k] ip_local_deliver_finish
     0.02%  [k] loopback_xmit
     0.02%  [k] mutex_lock
     0.02%  [.] prost::encoding::int32::merge
     0.02%  [.] prost::encoding::merge_loop
     0.02%  [.] std::sys::pal::unix::time::Timespec::sub_timespec
     0.02%  [.] std::time::SystemTime::duration_since
     0.02%  [k] tcp_established_options
     0.02%  [k] tcp_poll
     0.02%  [.] tokio::sync::broadcast::Sender<T>::subscribe
     0.02%  [.] 0x00000000000008cc
     0.02%  [.] <&std::fs::File as std::io::Write>::write
     0.02%  [.] <core::fmt::Formatter as core::fmt::Write>::write_str
     0.02%  [.] <http_body_util::combinators::map_err::MapErr<B,F> as http_body::Body>::poll_frame
     0.02%  [.] <hyper::common::buf::BufList<T> as bytes::buf::buf_impl::Buf>::advance
     0.02%  [.] <tokio::net::tcp::stream::TcpStream as tokio::io::async_read::AsyncRead>::poll_read
     0.02%  [.] _RNvCs1Y7DaGC1cwg_7___rustc13___rdl_realloc
     0.02%  [.] _ZN67_$LT$a2a_pb..proto..Artifact$u20$as$u20$prost..message..Message$GT$11encoded_len17h770b89efc862af4eE.llvm.2136855078717401110
     0.02%  [k] __get_user_8
     0.02%  [.] a2a::types::new_artifact_id
     0.02%  [.] alloc::sync::Arc<T,A>::drop_slow
     0.02%  [.] bytes::bytes::static_clone
     0.02%  [.] core::ptr::drop_in_place$LT$$LT$a2a_server..handler..DefaultRequestHandler$u20$as$u20$a2a_server..handler..RequestHandler$GT$..send_message..$u7b$$u7b$closure$u7d$$u7d$$GT$::h593a063aa105a8a5
     0.02%  [k] enqueue_to_backlog
     0.02%  [k] ep_send_events
     0.02%  [k] futex_hash_put
     0.02%  [k] futex_wait
     0.02%  [.] http::header::map::HeaderMap<T>::try_insert2
     0.02%  [.] http::header::map::HeaderMap<T>::try_insert2
     0.02%  [.] hyper::common::date::update
     0.02%  [k] ip_send_check
     0.02%  [k] lock_vma_under_rcu
     0.02%  [k] neigh_hh_output
     0.02%  [.] prost::encoding::merge_loop
     0.02%  [k] schedule_hrtimeout_range
     0.02%  [k] selinux_parse_skb.constprop.0
     0.02%  [k] tcp_ack
     0.02%  [k] tcp_data_ready
     0.02%  [k] tcp_rate_skb_delivered
     0.02%  [k] tcp_rtt_estimator
     0.02%  [.] tokio::runtime::scheduler::multi_thread::handle::Handle::bind_new_task
     0.02%  [.] tokio::runtime::task::raw::schedule
     0.02%  [.] tokio::runtime::task::raw::schedule
     0.02%  [.] tokio::sync::rwlock::RwLock$LT$T$GT$::write::_$u7b$$u7b$closure$u7d$$u7d$::hc6b083d31830ca02
     0.02%  [.] 0x00000000000008fe
     0.02%  [.] <&mio::net::tcp::stream::TcpStream as std::io::Read>::read
     0.02%  [.] <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_string
     0.02%  [.] <a2a_pb::protojson::Part as prost::message::Message>::merge_field
     0.02%  [.] <alloc::vec::Vec<T> as alloc::vec::spec_from_iter_nested::SpecFromIterNested<T,I>>::from_iter
     0.02%  [.] <alloc::vec::Vec<T> as alloc::vec::spec_from_iter_nested::SpecFromIterNested<T,I>>::from_iter
     0.02%  [.] <http::request::Request<axum_core::body::Body> as axum_core::ext_traits::request::RequestExt>::with_limited_body
     0.02%  [.] <hyper_util::rt::tokio::TokioIo<T> as hyper::rt::io::Read>::poll_read
     0.02%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.02%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.02%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.02%  [.] <serde_path_to_error::de::TrackedSeed<X> as serde_core::de::DeserializeSeed>::deserialize
     0.02%  [.] _ZN4core3ptr43drop_in_place$LT$a2a_pb..proto..Message$GT$17hc3b86ab9023c0ae1E.llvm.974802978299743105
     0.02%  [.] _ZN4core3ptr44drop_in_place$LT$a2a_pb..proto..Artifact$GT$17h8350a0645d700dd8E.llvm.974802978299743105
     0.02%  [.] _ZN4core3ptr61drop_in_place$LT$axum..extract..original_uri..OriginalUri$GT$17h95b0fd5007275c07E.llvm.11270053708778086066
     0.02%  [k] ___pte_offset_map
     0.02%  [k] __handle_mm_fault
     0.02%  [k] __napi_poll
     0.02%  [.] a2a_pb::pbconv::from_proto_send_message_request
     0.02%  [.] alloc::raw_vec::RawVec<T,A>::grow_one
     0.02%  [.] alloc::raw_vec::RawVecInner<A>::reserve::do_reserve_and_handle
     0.02%  [.] core::ptr::drop_in_place<a2a::types::Message>
     0.02%  [.] core::ptr::drop_in_place<axum::routing::strip_prefix::StripPrefix<axum::extract::nested_path::SetNestedPath<axum::routing::route::Route>>>
     0.02%  [k] get_mem_cgroup_from_mm
     0.02%  [.] http::header::map::HeaderMap<T>::try_reserve_one
     0.02%  [.] http::response::Parts::new
     0.02%  [.] http::uri::Uri::from_parts
     0.02%  [.] http::uri::Uri::from_shared
     0.02%  [.] hyper::headers::te_is_trailers
     0.02%  [k] inet_sendmsg
     0.02%  [k] napi_consume_skb
     0.02%  [.] pbjson_types::timestamp::<impl serde_core::ser::Serialize for pbjson_types::pb::google::protobuf::Timestamp>::serialize
     0.02%  [k] selinux_ip_postroute_compat
     0.02%  [k] selinux_xfrm_postroute_last
     0.02%  [.] serde_json::de::Deserializer<R>::parse_integer
     0.02%  [k] tcp_current_mss
     0.02%  [.] tokio::runtime::task::state::State::drop_join_handle_fast
     0.02%  [.] tokio::sync::notify::Notify::notify_waiters
     0.02%  [.] tokio::util::wake_list::WakeList::wake_all
     0.01%  [.] <I as core::iter::traits::iterator::Iterator::advance_by::SpecAdvanceBy>::spec_advance_by
     0.01%  [.] <a2a_pb::proto::Task as prost::message::Message>::encode_raw
     0.01%  [.] <a2a_server::handler::DefaultRequestHandler as a2a_server::handler::RequestHandler>::send_message
     0.01%  [.] <agent_rs::Bench as a2a_server::executor::AgentExecutor>::execute
     0.01%  [.] <alloc::vec::Vec<T> as alloc::vec::spec_from_iter_nested::SpecFromIterNested<T,I>>::from_iter
     0.01%  [.] <axum::extract::nested_path::SetNestedPath<S> as tower_service::Service<http::request::Request<B>>>::call
     0.01%  [.] <http::uri::Parts as core::convert::From<http::uri::Uri>>::from
     0.01%  [.] <matchit::params::ParamsIter as core::iter::traits::iterator::Iterator>::next
     0.01%  [.] <serde_json::value::de::MapDeserializer as serde_core::de::MapAccess>::next_value_seed
     0.01%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.01%  [.] <serde_path_to_error::de::Deserializer<D> as serde_core::de::Deserializer>::deserialize_option
     0.01%  [.] <tokio::net::tcp::stream::TcpStream as tokio::io::async_write::AsyncWrite>::poll_write_vectored
     0.01%  [.] <tokio::util::wake_list::WakeList as core::ops::drop::Drop>::drop
     0.01%  [.] <tower::util::map_future::MapFuture<S,F> as tower_service::Service<R>>::poll_ready
     0.01%  [.] _ZN15futures_channel4mpsc17Receiver$LT$T$GT$12next_message17h7cb2b0c2d26130a8E.llvm.2985867062367854027
     0.01%  [.] _ZN4core3ptr47drop_in_place$LT$a2a..event..StreamResponse$GT$17hef75eda73fc1e84bE.llvm.2763628079624119439
     0.01%  [.] _ZN5alloc7raw_vec20RawVecInner$LT$A$GT$11finish_grow17h355c2c4f5efd6fb3E.llvm.16567611961597423452
     0.01%  [.] _ZN5tokio7runtime4time5wheel5Wheel15next_expiration17hd4d6293bcf280dfbE.llvm.5286350278050688420
     0.01%  [k] __ip_finish_output
     0.01%  [.] __memset_avx512_unaligned_erms
     0.01%  [k] __sys_recvfrom
     0.01%  [.] a2a_pb::pbconv::to_proto_message
     0.01%  [.] alloc::raw_vec::RawVec<T,A>::grow_one
     0.01%  [.] alloc::raw_vec::RawVecInner<A>::reserve::do_reserve_and_handle
     0.01%  [k] alloc_anon_folio
     0.01%  [.] atomic_waker::AtomicWaker::wake
     0.01%  [k] copy_iovec_from_user
     0.01%  [.] core::ptr::drop_in_place$LT$http_body_util..combinators..map_err..MapErr$LT$http_body_util..limited..Limited$LT$axum_core..body..Body$GT$$C$axum_core..error..Error..new$LT$alloc..boxed..Box$LT$dyn$u20$core..error..Error$u2b$core..marker..Sync$u2b$core..marker..Send$GT$$GT$$GT$$GT$::h2d49738db1c11bc0
     0.01%  [.] core::ptr::drop_in_place$LT$tokio..sync..mpsc..bounded..Sender$LT$core..result..Result$LT$a2a..event..StreamResponse$C$a2a..errors..A2AError$GT$$GT$..reserve_inner..$u7b$$u7b$closure$u7d$$u7d$$GT$::h37647e617d6d1f9a
     0.01%  [.] core::ptr::drop_in_place<a2a::types::Task>
     0.01%  [.] core::ptr::drop_in_place<axum::extract::nested_path::NestedPath>
     0.01%  [.] core::ptr::drop_in_place<axum::routing::url_params::UrlParams>
     0.01%  [.] core::ptr::drop_in_place<axum::util::MapIntoResponseFuture<tower::util::map_err::MapErrFuture<axum::routing::route::RouteFuture<core::convert::Infallible>,<core::convert::Infallible as core::convert::Into<core::convert::Infallible>>::into>>>
     0.01%  [.] http::header::map::HeaderMap<T>::get
     0.01%  [.] http::header::map::HeaderMap<T>::try_reserve
     0.01%  [.] http::request::Parts::new
     0.01%  [.] httparse::ParserConfig::parse_request_with_uninit_headers
     0.01%  [.] httparse::simd::runtime::match_uri_vectored
     0.01%  [.] hyper::proto::h1::conn::Conn<I,B,T>::poll_read_keep_alive
     0.01%  [.] mio::poll::Poll::poll
     0.01%  [.] pow@@GLIBC_2.29
     0.01%  [.] prost::encoding::int64::merge
     0.01%  [.] prost::encoding::merge_loop
     0.01%  [.] prost::encoding::message::encode
     0.01%  [k] selinux_ip_postroute
     0.01%  [.] serde_core::ser::Serializer::collect_seq
     0.01%  [k] sock_rfree
     0.01%  [.] std::time::Instant::now
     0.01%  [.] uuid::fmt::<impl core::fmt::LowerHex for uuid::Uuid>::fmt
     0.01%  [.] 0x0000000000000840
     0.01%  [.] <a2a::jsonrpc::JsonRpcId as serde_core::de::Deserialize>::deserialize
     0.01%  [.] <a2a_pb::protojson::TaskStatus as prost::message::Message>::merge_field
     0.01%  [.] <alloc::string::String as core::fmt::Write>::write_str
     0.01%  [.] <serde_json::value::ser::SerializeMap as serde_core::ser::SerializeStruct>::serialize_field
     0.01%  [.] <serde_path_to_error::de::TrackedSeed<X> as serde_core::de::DeserializeSeed>::deserialize
     0.01%  [.] <str as core::fmt::Display>::fmt
     0.01%  [.] <uuid::rng::imp::RngImp as uuid::rng::Rng>::u128
     0.01%  [.] _ZN48_$LT$T$u20$as$u20$http..extensions..AnyClone$GT$6as_any17h4949de2f9a09fe9bE.llvm.11270053708778086066
     0.01%  [.] _ZN4core3ptr37drop_in_place$LT$a2a..types..Task$GT$17h0e35a347492542bcE.llvm.11604725389685825105
     0.01%  [.] _ZN4core3ptr47drop_in_place$LT$a2a_pb..protojson..Message$GT$17hf29559f79ea80e2aE.llvm.974802978299743105
     0.01%  [.] _ZN4uuid3fmt13format_simple17h49276b6414f42390E.llvm.14873094755136150970
     0.01%  [.] _ZN5alloc7raw_vec20RawVecInner$LT$A$GT$11finish_grow17h4475de82fede6346E.llvm.2289625310323985386
     0.01%  [.] _ZN80_$LT$serde_json..de..SeqAccess$LT$R$GT$$u20$as$u20$serde_core..de..SeqAccess$GT$17next_element_seed16has_next_element17h68cdb57b646275eaE.llvm.10996641259815334250
     0.01%  [.] __floattidf
     0.01%  [.] __posix_memalign
     0.01%  [k] __raw_spin_lock_irqsave
     0.01%  [k] __usecs_to_jiffies
     0.01%  [k] _find_next_bit
     0.01%  [.] alloc::raw_vec::RawVec<T,A>::grow_one
     0.01%  [.] alloc::sync::Arc<T,A>::drop_slow
     0.01%  [k] bbr_min_tso_segs
     0.01%  [.] bytes::bytes::static_drop
     0.01%  [.] bytes::bytes::static_drop
     0.01%  [.] bytes::bytes::static_drop
     0.01%  [.] core::ptr::drop_in_place$LT$$LT$a2a_server..task_store..inmemory..InMemoryTaskStore$u20$as$u20$a2a_server..task_store..store..TaskStore$GT$..create..$u7b$$u7b$closure$u7d$$u7d$$GT$::h1c59f4d350aeed5e
